,conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
527,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a0532c2-ee60-4410-8e07-70e4d69370ec,skill/competence,cross-sector,operate automated process control,"perform automated process control
execute automated process control
conduct automated process control
operate an automated process control
undertake automated process control
operate automated process controls",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Operate process control or automation system (PAS) used to control a production process automatically.
529,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a099c81-6a0c-4f00-bb3b-990d23ec03a5,skill/competence,sector-specific,manage ICT change request process,"oversee ICT change request process
coordinate ICT change request process
specify the need for ICT change requests
govern ICT change request process
handle ICT change request process",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Specify the incentive for an ICT change request, stating which adjustment in the system needs to be accomplished and execute or supervise the execution of it."
536,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a30e5a8-60a8-4fda-9f89-8e9cee38da5a,skill/competence,occupation-specific,use interface description language,utilise specification language,,released,2025-06-25T08:45:06.159Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Utilise specification language for describing interface connection among software components or programs in a programming-language-independent way. The languages which support this method are among others CORBA and WSDL.
541,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a52bed5-fd29-45fb-aba6-e32bccfda1c1,skill/competence,sector-specific,plan migration to cloud,"prepare plan for migration to cloud
cloud migration planning
plan refactoring",,released,2024-02-29T16:24:50.953Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Select existing workloads and processes for potential migration to the cloud and choose migration tools. Determine a new cloud architecture for an existing solution, plan a strategy for migrating existing workloads to the cloud."
546,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a776a56-6ec1-4790-84b3-46d0be706806,skill/competence,sector-specific,use radar navigation,"navigate using radar navigation
use radar navigation equipment
ensure vessel safety through radar navigation
navigate using radar navigation equipment
employ radar navigation
operate radar navigation equipment
utilise radar navigation equipment
utilise radar navigation",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Operate modern radar navigation equipment to ensure safe vessel operations.
547,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a856d55-23b5-4bdc-ad24-3eb5bc83d81f,skill/competence,sector-specific,implement route planning in smart mobility services,"calculate journeys
recommend journeys
use route planning software",,released,2022-07-05T14:38:15.447Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use specialised search engines such as route planners or journey planners to suggest optimised travel itineraries based of different criteria such as means of transport, departure and arrival time, location, duration of the journey."
553,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a9acb6b-1139-4be9-b431-3a80a959f2f4,knowledge,sector-specific,Agile project management,Agile management software,,released,2025-04-16T09:45:22.199Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The agile project management approach is a methodology for planning, managing and overseeing of ICT resources in order to meet specific goals and using project management ICT tools."
559,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0aabcae7-71de-456e-8e38-d9e40a4e0272,knowledge,sector-specific,modern power signalling systems,"power signalling systems used in modern railway infrastructure
power signalling systems used in rail infrastructure
modern signalling systems used in railway infrastructure
power signalling systems used in rail operations
signalling systems used in modern railway infrastructure
railway power signalling systems
modern rail power signalling systems
modern power signalling systems used in rail operations
railroad power signalling systems
rail power signalling systems
modern railway power signalling systems",,released,2023-02-22T16:24:30.625Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The modern signalling systems and the application of digital technologies to improve the functioning of signalling equipment.
560,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ab03c6c-281b-48f4-83e0-10eeb27a1bae,knowledge,sector-specific,network management system tools,network management system components,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The software or hardware tools which enable monitoring, analysis and supervision of individual network components or network parts within a larger network system."
571,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0af062de-eb43-41e9-9b96-249e2cd22d26,skill/competence,sector-specific,use markup languages,"use html
use mark-up languages
use XHTML
use HTML
use Html",,released,2025-04-16T09:52:41.856Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Utilise computer languages that are syntactically distinguishable from the text, to add annotations to a document, specify layout and process types of documents such as HTML."
576,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b0335f3-0aa1-491e-895e-81fc8774a300,skill/competence,sector-specific,develop automated migration methods,"design automated migration methods
design automated transfer of ICT information
generate automated transfer of ICT information
develop automated transfer of ICT information
create automated transfer of ICT information",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Create automated transfer of ICT information between storage types, formats and systems to save human resources from performing the task manually."
595,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b449eb1-d082-4e62-95d7-5cf59bdf2097,skill/competence,sector-specific,use modern electronic navigational aids,"use GPS and radar navigation systems
operate modern electronic navigational equipment
use radar and GPS navigation systems
undertake navigation using modern electronic aids
utilise modern electronic navigation aids
utilise modern electronic navigation equipment
operate modern electronic navigation equipment
perform navigation using modern electronic equipment
operate modern electronic navigational aids
use modern electronic navigation equipment
navigate using modern electronic equipment",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Use modern navigational aids such as GPS and radar systems.
618,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ba0717c-3a7a-45a3-834c-59c554e56c72,skill/competence,sector-specific,translate formulae into processes,"translating formulae into processes
formulae productionising
formulae translating into processes
productionising formulae
productionise formulae",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Translate, by means of computer models and simulations, the specific laboratory formulae and findings into production processes."
658,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0c66036a-3bdd-4955-8343-985f4697af64,skill/competence,cross-sector,manage donor database,"create and update donor database
handle donor database
manage donor databases
manage database of donors
create and update donor databases",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Create and constantly update the database containing personal details and status of donors.
672,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0c9f20cb-32fb-4ff7-877e-508762791151,knowledge,sector-specific,RAGE (digital game creation systems),"Rage
RAGE
RAGE software framework
RAGE for digital game creation
RAGE software for digital game creation",,released,2024-02-23T16:29:36.866Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games."
680,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0cc02ab5-da14-4fd4-963d-192fe71d3225,skill/competence,sector-specific,assess integrated domotics systems,"appraise integrated domotics systems
choose domotic systems
evaluate integrated domotics systems",,released,2024-02-28T15:56:28.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Understand designs and specifications provided by producers of domotics integrated systems and choose a concept that fulfils specific needs within the project.
682,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ccdfe98-f845-4598-84a1-3dca66e9d9a3,knowledge,sector-specific,Ruby (computer programming),Ruby,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Ruby."
